Sexo,Edad,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Hombres,80+,3969,4169,4371,4578,4804,5056,5331,5635,5966,6331,6713,7127,7566,8011,8467,8911,9354,9802,10232,10650,11054,11438,11827,12210,12600,12980,13340,13700,14096,14549,15122,15800,16506,17223,17978,18767,19589,20462,21332,22185,23001,23792,24604,25422,26224,26972
Mujeres,0,32801,33525,34203,34786,35248,35587,35755,35808,35871,35964,36004,35907,35750,35590,35416,35231,35033,34830,34628,34398,34791,35851,36879,37839,38735,39524,39903,39935,39953,39990,40244,40669,41072,41497,41964,42412,42619,42675,42814,42964,43127,43444,43836,44202,44558,44820
Mujeres,1,31341,32198,33029,33800,34476,35033,35468,35734,35898,36083,36195,36133,36001,35876,35730,35565,35383,35186,34985,34773,35080,35947,36853,37718,38498,39229,39634,39687,39669,39665,39937,40450,40966,41469,41996,42590,42894,42887,42932,43030,43159,43438,43815,44199,44594,44939
Mujeres,2,30391,31313,32239,33131,33969,34717,35347,35855,36196,36436,36580,36525,36381,36255,36127,35976,35807,35621,35423,35223,35479,36165,36872,37623,38321,38952,39378,39531,39534,39485,39710,40227,40795,41369,41927,42535,42928,43001,43018,43061,43197,43473,43823,44184,44570,44943
Mujeres,3,29521,30471,31452,32426,33371,34263,35068,35755,36322,36722,36898,36851,36705,36574,36454,36330,36185,36020,35842,35653,35848,36411,36946,37505,38101,38661,39059,39300,39405,39372,39546,40007,40555,41155,41754,42360,42741,42903,43022,43061,43166,43461,43819,44154,44510,44874
Mujeres,4,28693,29645,30644,31664,32681,33672,34612,35464,36200,36815,37139,37111,36971,36844,36728,36621,36511,36380,36230,36068,36201,36633,37055,37451,37866,38335,38728,39002,39195,39260,39445,39851,40326,40886,41488,42110,42484,42645,42864,43019,43125,43389,43776,44122,44453,44793
Mujeres,5,27898,28843,29835,30866,31924,32981,34011,34992,35886,36663,37195,37310,37190,37075,36970,36874,36788,36700,36590,36462,36551,36853,37155,37448,37711,38010,38369,38690,38915,39066,39346,39759,40164,40635,41179,41784,42183,42357,42580,42842,43060,43322,43688,44069,44414,44737
Mujeres,6,27125,28070,29050,30068,31132,32224,33315,34381,35398,36328,37019,37345,37372,37280,37191,37111,37041,36983,36921,36836,36890,37084,37267,37450,37624,37782,38020,38352,38626,38807,39169,39672,40074,40463,40904,41437,41838,42065,42303,42571,42883,43250,43625,43989,44373,44717
Mujeres,7,26363,27311,28287,29289,30336,31429,32551,33674,34773,35822,36669,37161,37403,37461,37399,37340,37291,37252,37223,37189,37222,37321,37406,37482,37558,37638,37778,38026,38310,38538,38926,39505,39990,40369,40720,41140,41497,41757,42046,42330,42633,43085,43573,43949,44320,44709
Mujeres,8,25602,26560,27534,28530,29557,30629,31749,32899,34051,35178,36147,36806,37221,37497,37588,37558,37532,37516,37509,37511,37534,37556,37559,37550,37532,37526,37624,37805,38006,38244,38672,39269,39825,40279,40612,40933,41208,41457,41780,42115,42418,42851,43432,43924,44310,44690
Mujeres,9,24820,25799,26780,27773,28789,29837,30932,32076,33252,34428,35480,36275,36864,37315,37627,37753,37759,37768,37786,37812,37816,37779,37720,37643,37555,37468,37511,37672,37807,37961,38390,39018,39586,40105,40507,40802,41011,41213,41523,41890,42230,42655,43225,43814,44319,44716
Mujeres,10,24005,25011,26010,27006,28015,29050,30118,31232,32397,33594,34700,35593,36329,36956,37446,37797,37961,38006,38052,38106,38088,37991,37890,37766,37627,37487,37471,37591,37705,37791,38124,38741,39334,39858,40317,40673,40890,41063,41321,41673,42032,42488,43058,43640,44245,44766
Mujeres,11,23163,24196,25220,26231,27241,28266,29316,30399,31531,32713,33845,34810,35653,36427,37094,37624,38014,38219,38301,38385,38353,38202,38060,37913,37747,37574,37519,37585,37656,37720,37973,38482,39061,39607,40067,40475,40790,41006,41225,41516,41845,42318,42929,43515,44116,44741
Mujeres,12,22306,23359,24409,25443,26466,27489,28527,29591,30689,31835,32960,33968,34892,35772,36584,37289,37858,38288,38529,38646,38611,38424,38245,38075,37903,37720,37636,37660,37679,37702,37925,38347,38820,39352,39834,40242,40644,40985,41230,41466,41723,42169,42807,43437,44044,44667
Mujeres,13,21446,22504,23572,24631,25676,26711,27746,28795,29871,30980,32075,33092,34066,35024,35939,36787,37529,38134,38599,38873,38846,38639,38440,38249,38071,37899,37802,37788,37769,37743,37921,38311,38700,39129,39599,40031,40464,40914,41268,41512,41709,42092,42711,43369,44022,44651
Mujeres,14,20590,21635,22707,23782,24849,25904,26949,27993,29053,30138,31202,32205,33192,34195,35183,36129,37008,37782,38418,38912,39026,38818,38614,38417,38232,38071,37976,37935,37885,37827,37955,38302,38667,39017,39385,39809,40292,40790,41242,41583,41791,42128,42689,43325,44002,44673
Mujeres,15,19743,20759,21814,22889,23971,25046,26108,27161,28213,29279,30324,31308,32284,33295,34322,35333,36303,37207,38005,38664,38987,38918,38726,38535,38359,38207,38107,38053,37989,37911,38004,38304,38639,38972,39263,39589,40088,40653,41150,41583,41897,42264,42778,43346,43992,44679
Mujeres,16,18902,19884,20906,21962,23042,24128,25208,26276,27334,28390,29420,30395,31355,32348,33375,34417,35444,36431,37351,38163,38648,38795,38751,38583,38426,38296,38187,38110,38047,37965,38028,38291,38597,38910,39186,39440,39862,40458,41028,41508,41928,42421,42960,43470,44037,44681
Mujeres,17,18061,19015,20000,21021,22079,23161,24250,25333,26404,27464,28488,29458,30410,31380,32380,33414,34464,35500,36493,37418,38061,38383,38562,38551,38427,38328,38217,38112,38043,37975,38015,38239,38529,38824,39081,39327,39695,40226,40837,41395,41879,42495,43153,43677,44171,44721
Mujeres,18,17227,18150,19106,20088,21108,22166,23248,24339,25424,26495,27526,28498,29445,30402,31373,32375,33410,34461,35495,36486,37254,37754,38114,38330,38372,38312,38206,38080,37999,37938,37966,38153,38423,38713,38956,39190,39563,40048,40603,41208,41788,42480,43251,43883,44379,44843
Mujeres,19,16416,17300,18223,19174,20154,21173,22230,23313,24404,25488,26533,27519,28470,29417,30371,31338,32335,33365,34409,35435,36286,36936,37478,37879,38155,38262,38173,38032,37944,37881,37888,38045,38293,38572,38816,39043,39411,39903,40418,40970,41614,42411,43244,43981,44575,45028
Mujeres,20,15754,16476,17360,18278,19226,20205,21223,22281,23363,24452,25513,26520,27486,28434,29375,30320,31279,32267,33287,34318,35226,35987,36682,37268,37731,38071,38125,37981,37887,37826,37807,37924,38153,38418,38660,38897,39257,39738,40263,40776,41382,42246,43168,43960,44651,45194
Mujeres,21,15180,15807,16528,17407,18323,19270,20247,21264,22321,23402,24472,25499,26488,27449,28388,29319,30254,31202,32177,33181,34119,34967,35774,36513,37160,37683,37949,37931,37840,37780,37743,37817,38011,38263,38501,38743,39104,39568,40084,40609,41189,42012,42984,43858,44597,45229
Mujeres,22,14576,15227,15853,16570,17447,18361,19307,20285,21302,22356,23420,24461,25472,26454,27405,28332,29251,30174,31107,32066,33003,33908,34799,35650,36448,37149,37582,37762,37800,37746,37696,37737,37890,38112,38345,38590,38944,39398,39897,40415,41016,41806,42717,43636,44452,45126
Mujeres,23,14016,14616,15266,15888,16603,17480,18394,19341,20318,21333,22373,23413,24439,25442,26413,27352,28267,29174,30082,30999,31915,32843,33788,34720,35624,36468,37068,37404,37639,37717,37666,37681,37800,37983,38195,38443,38786,39220,39709,40211,40813,41612,42469,43321,44176,44921
Mujeres,24,13495,14050,14650,15297,15918,16633,17510,18425,19371,20347,21350,22369,23395,24413,25406,26365,27291,28193,29085,29977,30874,31803,32768,33750,34730,35673,36407,36902,37292,37568,37643,37645,37735,37885,38066,38298,38629,39040,39510,40006,40596,41377,42224,43016,43800,44581
Mujeres,25,13008,13520,14075,14672,15319,15941,16657,17536,18452,19398,20364,21348,22354,23372,24380,25361,26308,27222,28110,28987,29879,30807,31767,32763,33786,34797,35626,36252,36798,37229,37498,37617,37689,37812,37968,38174,38476,38863,39311,39792,40374,41120,41928,42708,43431,44137
Mujeres,26,12544,13025,13538,14091,14690,15338,15962,16681,17561,18478,19416,20365,21337,22336,23344,24340,25310,26245,27146,28019,28913,29851,30804,31792,32822,33869,34763,35481,36153,36737,37159,37464,37649,37756,37890,38076,38340,38688,39114,39577,40139,40850,41606,42348,43058,43702
Mujeres,27,12102,12553,13036,13548,14103,14705,15355,15982,16703,17585,18494,19416,20354,21319,22309,23306,24293,25252,26175,27062,27967,28917,29874,30849,31863,32909,33839,34624,35384,36092,36665,37116,37484,37704,37828,37996,38228,38530,38919,39364,39898,40561,41268,41960,42637,43273
Mujeres,28,11708,12102,12555,13038,13553,14112,14718,15373,16003,16727,17603,18497,19408,20339,21295,22276,23264,24240,25187,26097,27027,27996,28960,29934,30929,31952,32884,33706,34527,35318,36015,36613,37123,37527,37769,37929,38135,38399,38742,39151,39655,40264,40912,41561,42195,42803
Mujeres,29,11324,11699,12096,12551,13037,13557,14121,14731,15390,16025,16743,17603,18487,19392,20315,21264,22236,23215,24181,25117,26078,27076,28054,29029,30015,31013,31925,32754,33608,34457,35238,35957,36610,37156,37584,37864,38055,38287,38592,38958,39414,39967,40552,41150,41748,42320
Mujeres,30,10919,11310,11689,12088,12547,13039,13563,14132,14748,15412,16040,16742,17591,18470,19369,20286,21227,22192,23162,24117,25109,26140,27143,28128,29110,30094,30986,31801,32656,33534,34373,35174,35943,36631,37203,37670,37975,38188,38461,38791,39191,39672,40198,40742,41298,41844
Mujeres,31,10517,10900,11295,11677,12082,12546,13043,13574,14149,14770,15429,16040,16730,17576,18449,19342,20253,21188,22145,23106,24120,25181,26213,27218,28205,29180,30065,30866,31702,32577,33447,34306,35152,35954,36670,37281,37769,38093,38346,38646,38995,39399,39853,40346,40859,41372
Mujeres,32,10135,10494,10881,11280,11668,12079,12549,13053,13590,14172,14787,15427,16027,16714,17556,18425,19313,20219,21149,22099,23119,24199,25258,26289,27292,28268,29152,29952,30768,31619,32489,33378,34277,35155,35984,36737,37365,37872,38237,38520,38826,39161,39539,39968,40438,40916
Mujeres,33,9778,10111,10475,10866,11271,11665,12082,12559,13069,13613,14189,14784,15413,16011,16696,17534,18400,19286,20188,21112,22118,23200,24276,25331,26356,27346,28238,29044,29855,30684,31533,32421,33347,34275,35177,36041,36810,37458,38006,38402,38677,38953,39265,39626,40041,40485
Mujeres,34,9439,9753,10092,10460,10857,11269,11669,12092,12577,13094,13631,14186,14770,15398,15995,16677,17514,18378,19261,20159,21136,22200,23275,24345,25393,26403,27317,28138,28951,29771,30600,31468,32388,33339,34290,35225,36105,36894,37582,38162,38538,38771,39028,39330,39684,40080
Mujeres,35,9124,9418,9737,10080,10453,10857,11274,11680,12110,12600,13110,13626,14169,14754,15382,15978,16661,17498,18362,19243,20190,21217,22273,23341,24401,25432,26373,27223,28048,28866,29689,30539,31435,32377,33348,34327,35279,36181,37010,37730,38278,38602,38821,39076,39378,39720
Mujeres,36,8826,9105,9405,9727,10074,10454,10863,11286,11698,12134,12617,13105,13610,14155,14741,15370,15967,16652,17490,18353,19277,20267,21286,22333,23390,24433,25403,26287,27137,27963,28788,29634,30507,31422,32382,33378,34374,35350,36289,37148,37826,38317,38634,38857,39118,39415
Mujeres,37,8544,8814,9097,9399,9726,10079,10463,10877,11306,11723,12151,12612,13090,13598,14145,14732,15363,15964,16651,17490,18390,19349,20331,21341,22377,23417,24406,25324,26205,27053,27889,28739,29605,30494,31423,32404,33419,34443,35452,36419,37227,37843,38335,38663,38898,39159
Mujeres,38,8274,8537,8810,9095,9401,9733,10090,10478,10897,11330,11739,12145,12598,13079,13589,14139,14729,15365,15969,16658,17528,18456,19407,20380,21379,22399,23391,24333,25246,26123,26985,27849,28715,29592,30492,31438,32439,33482,34535,35570,36479,37226,37852,38359,38704,38944
Mujeres,39,8009,8273,8538,8813,9101,9412,9747,10107,10499,10921,11345,11734,12132,12588,13073,13586,14140,14735,15374,15981,16695,17586,18507,19450,20413,21397,22375,23326,24261,25168,26063,26953,27828,28701,29587,30500,31468,32499,33569,34645,35617,36467,37231,37874,38402,38755
Mujeres,40,7735,8013,8279,8546,8823,9115,9427,9764,10127,10521,10935,11341,11723,12126,12585,13074,13591,14150,14749,15392,16018,16748,17632,18547,19482,20431,21378,22316,23258,24186,25112,26036,26935,27815,28693,29588,30525,31525,32579,33667,34676,35593,36467,37251,37919,38457
Mujeres,41,7442,7743,8023,8289,8557,8837,9130,9443,9782,10146,10532,10929,11330,11716,12122,12586,13079,13602,14166,14770,15427,16063,16787,17667,18574,19498,20413,21323,22252,23186,24136,25093,26021,26921,27803,28688,29608,30579,31597,32666,33686,34646,35592,36487,37296,37975
Mujeres,42,7170,7451,7754,8033,8301,8571,8852,9145,9459,9799,10156,10528,10921,11325,11715,12126,12594,13092,13619,14187,14800,15464,16097,16818,17692,18591,19482,20361,21260,22178,23135,24116,25075,26004,26905,27791,28703,29660,30645,31674,32674,33651,34645,35613,36533,37354
Mujeres,43,6909,7183,7465,7766,8047,8316,8586,8866,9159,9474,9806,10151,10521,10917,11325,11719,12133,12606,13108,13639,14213,14831,15493,16124,16841,17709,18575,19430,20297,21186,22129,23117,24099,25056,25982,26885,27800,28749,29715,30707,31669,32633,33648,34663,35655,36588
Mujeres,44,6657,6921,7196,7476,7778,8059,8327,8596,8876,9169,9478,9801,10145,10517,10917,11328,11725,12144,12621,13127,13662,14239,14856,15518,16147,16859,17695,18524,19366,20223,21137,22113,23100,24077,25031,25958,26891,27843,28797,29766,30692,31626,32632,33667,34705,35709
Mujeres,45,6444,6667,6931,7204,7485,7787,8067,8334,8602,8881,9168,9470,9793,10139,10514,10917,11331,11733,12155,12634,13143,13681,14259,14878,15540,16167,16846,17641,18457,19288,20172,21119,22093,23075,24048,25001,25958,26926,27879,28833,29740,30647,31625,32649,33705,34752
Mujeres,46,6235,6453,6676,6938,7211,7492,7793,8072,8338,8605,8880,9163,9465,9790,10138,10515,10919,11336,11740,12164,12645,13157,13698,14279,14900,15562,16153,16788,17571,18377,19237,20153,21097,22064,23041,24012,24995,25986,26953,27903,28799,29695,30647,31640,32683,33746
Mujeres,47,6024,6242,6460,6681,6943,7216,7495,7795,8073,8337,8601,8873,9157,9460,9786,10135,10513,10919,11337,11741,12168,12655,13171,13716,14301,14923,15546,16091,16716,17490,18324,19215,20127,21064,22026,22999,23999,25013,26001,26963,27860,28753,29695,30659,31667,32712
Mujeres,48,5814,6028,6245,6461,6682,6945,7216,7494,7792,8068,8330,8593,8866,9151,9454,9780,10129,10508,10915,11333,11741,12175,12667,13188,13738,14325,14906,15478,16013,16630,17433,18298,19185,20089,21020,21977,22978,24008,25019,26000,26914,27815,28752,29701,30676,31683
Mujeres,49,5605,5816,6030,6244,6461,6682,6943,7213,7490,7787,8061,8323,8586,8859,9142,9444,9770,10119,10497,10902,11326,11745,12185,12683,13209,13762,14305,14833,15397,15926,16572,17403,18263,19141,20039,20965,21948,22978,24002,25004,25944,26867,27810,28751,29707,30676
Mujeres,50,5396,5601,5812,6023,6238,6455,6674,6934,7204,7479,7774,8049,8312,8575,8846,9127,9428,9753,10100,10476,10890,11329,11754,12200,12703,13233,13738,14225,14746,15305,15862,16535,17361,18213,19085,19977,20927,21937,22960,23975,24941,25892,26853,27796,28740,29686
Mujeres,51,5197,5389,5593,5802,6014,6229,6444,6663,6922,7189,7463,7760,8036,8297,8558,8826,9106,9406,9727,10071,10459,10892,11336,11767,12218,12725,13204,13652,14134,14651,15237,15819,16486,17304,18149,19014,19930,20905,21909,22922,23906,24885,25870,26828,27769,28700
Mujeres,52,5011,5185,5376,5578,5787,6000,6215,6429,6647,6904,7171,7446,7743,8017,8275,8533,8799,9076,9372,9690,10050,10459,10896,11346,11782,12237,12691,13111,13555,14034,14576,15184,15761,16421,17232,18071,18959,19899,20867,21860,22845,23843,24851,25829,26781,27704
Mujeres,53,4842,4994,5167,5357,5559,5769,5981,6194,6408,6625,6882,7150,7425,7720,7990,8245,8499,8763,9038,9330,9666,10050,10463,10905,11358,11796,12195,12590,13009,13452,13954,14515,15119,15689,16344,17150,18010,18920,19851,20809,21777,22775,23795,24793,25762,26693
Mujeres,54,4691,4819,4970,5142,5332,5535,5744,5955,6168,6381,6597,6855,7123,7396,7687,7954,8206,8459,8719,8990,9303,9665,10052,10468,10912,11366,11748,12089,12483,12901,13364,13883,14441,15038,15604,16255,17080,17961,18863,19785,20721,21699,22714,23720,24705,25650
Mujeres,55,4556,4661,4789,4938,5110,5302,5504,5712,5923,6135,6347,6565,6823,7088,7358,7646,7911,8161,8410,8667,8960,9300,9664,10052,10468,10911,11310,11636,11978,12373,12810,13288,13803,14356,14949,15512,16182,17025,17898,18791,19691,20633,21622,22619,23610,24567
Mujeres,56,4437,4521,4624,4750,4902,5076,5266,5468,5676,5886,6098,6311,6529,6785,7047,7313,7598,7860,8107,8352,8633,8954,9294,9658,10045,10460,10848,11193,11520,11864,12275,12724,13199,13710,14259,14849,15430,16117,16953,17817,18689,19592,20538,21508,22488,23448
Mujeres,57,4326,4395,4478,4581,4710,4863,5036,5226,5429,5637,5847,6059,6272,6487,6740,6999,7262,7545,7803,8046,8316,8624,8943,9282,9644,10027,10389,10728,11073,11403,11760,12181,12628,13100,13608,14155,14762,15359,16040,16869,17711,18580,19481,20406,21355,22301
Mujeres,58,4215,4277,4346,4429,4535,4665,4818,4992,5183,5386,5594,5804,6016,6226,6438,6687,6943,7205,7484,7738,8005,8301,8606,8923,9258,9614,9948,10265,10604,10953,11294,11660,12079,12523,12994,13502,14063,14684,15276,15950,16756,17590,18453,19332,20235,21150
Mujeres,59,4099,4160,4221,4290,4376,4485,4616,4770,4945,5137,5339,5546,5755,5965,6173,6382,6628,6882,7139,7414,7692,7984,8277,8578,8890,9220,9531,9822,10139,10480,10838,11186,11552,11968,12412,12882,13403,13977,14593,15179,15831,16623,17447,18288,19144,20014
Mujeres,60,3973,4038,4099,4161,4234,4324,4433,4565,4721,4897,5089,5289,5495,5701,5908,6112,6319,6563,6813,7066,7362,7663,7951,8239,8535,8840,9127,9400,9693,10012,10361,10724,11072,11437,11854,12297,12779,13311,13880,14490,15053,15687,16467,17269,18088,18912
Mujeres,61,3834,3907,3972,4034,4100,4177,4268,4379,4514,4671,4846,5034,5233,5436,5640,5842,6044,6248,6488,6734,7008,7326,7623,7906,8188,8476,8743,8996,9268,9562,9888,10242,10606,10953,11318,11736,12189,12679,13206,13769,14354,14896,15518,16278,17060,17849
Mujeres,62,3684,3764,3837,3903,3970,4041,4119,4212,4326,4462,4618,4789,4975,5171,5371,5570,5770,5969,6170,6406,6670,6964,7277,7568,7845,8119,8372,8608,8860,9133,9433,9765,10120,10482,10831,11198,11624,12082,12567,13087,13625,14187,14717,15322,16064,16819
Mujeres,63,3525,3609,3689,3763,3834,3905,3978,4059,4155,4272,4406,4557,4725,4909,5101,5296,5493,5690,5886,6083,6335,6618,6907,7214,7498,7766,8009,8234,8468,8720,9000,9307,9639,9993,10357,10708,11079,11507,11961,12439,12934,13448,13997,14513,15104,15821
Mujeres,64,3364,3447,3531,3612,3691,3767,3839,3915,3999,4098,4213,4342,4489,4655,4834,5022,5215,5409,5603,5795,6008,6277,6555,6838,7137,7413,7651,7868,8091,8325,8585,8873,9180,9510,9865,10230,10582,10953,11375,11821,12275,12747,13250,13788,14293,14864
Mujeres,65,3202,3284,3367,3452,3537,3620,3698,3773,3852,3939,4036,4143,4269,4414,4576,4752,4937,5127,5318,5508,5715,5943,6207,6479,6754,7044,7292,7507,7720,7942,8184,8453,8742,9048,9379,9734,10097,10446,10811,11226,11649,12081,12544,13038,13566,14056
Mujeres,66,3038,3119,3201,3285,3373,3463,3548,3628,3707,3789,3873,3962,4066,4189,4331,4490,4662,4846,5033,5219,5422,5643,5867,6124,6388,6654,6918,7144,7356,7568,7800,8053,8321,8607,8912,9243,9594,9950,10293,10652,11044,11449,11874,12330,12817,13331
Mujeres,67,2870,2954,3035,3117,3205,3298,3389,3476,3559,3641,3719,3795,3880,3982,4103,4241,4397,4569,4748,4931,5130,5345,5561,5778,6028,6282,6524,6767,6989,7199,7422,7665,7917,8182,8467,8772,9095,9437,9786,10122,10461,10838,11238,11659,12110,12585
Mujeres,68,2695,2786,2869,2950,3036,3127,3220,3313,3403,3488,3566,3635,3707,3791,3891,4008,4145,4300,4468,4644,4837,5045,5256,5466,5675,5916,6148,6371,6610,6829,7051,7285,7526,7774,8038,8320,8616,8929,9264,9605,9923,10251,10626,11023,11440,11881
Mujeres,69,2510,2611,2700,2783,2867,2956,3048,3142,3237,3329,3410,3477,3543,3614,3696,3794,3910,4046,4198,4362,4547,4748,4951,5155,5357,5558,5778,5994,6213,6450,6681,6913,7144,7380,7625,7885,8157,8440,8746,9072,9397,9708,10037,10410,10803,11211
Mujeres,70,2316,2428,2527,2615,2700,2787,2876,2968,3064,3159,3245,3316,3380,3445,3515,3595,3691,3807,3940,4088,4260,4451,4647,4845,5041,5234,5417,5622,5834,6051,6298,6539,6767,6992,7224,7465,7713,7974,8250,8547,8858,9180,9492,9819,10189,10574
Mujeres,71,2114,2235,2343,2440,2530,2617,2704,2793,2886,2983,3072,3148,3215,3279,3342,3410,3489,3586,3699,3830,3984,4160,4347,4537,4727,4915,5091,5261,5463,5672,5899,6154,6389,6610,6831,7058,7286,7523,7775,8043,8328,8638,8962,9272,9596,9957
Mujeres,72,1913,2035,2151,2256,2353,2445,2531,2617,2707,2800,2890,2969,3042,3108,3170,3232,3300,3380,3474,3585,3720,3878,4051,4231,4414,4595,4768,4933,5100,5299,5518,5752,6000,6227,6442,6656,6870,7088,7317,7560,7817,8104,8417,8737,9044,9358
Mujeres,73,1720,1837,1953,2064,2169,2268,2357,2442,2528,2617,2704,2784,2860,2932,2996,3057,3119,3187,3266,3359,3474,3612,3766,3933,4106,4280,4447,4608,4770,4935,5141,5365,5592,5830,6051,6259,6461,6666,6875,7096,7331,7592,7881,8189,8503,8798
Mujeres,74,1538,1645,1755,1866,1977,2082,2177,2265,2350,2435,2517,2594,2672,2747,2816,2879,2939,3002,3070,3147,3242,3360,3495,3644,3803,3968,4129,4285,4443,4602,4774,4985,5201,5418,5648,5860,6058,6251,6448,6649,6862,7102,7365,7648,7947,8247
Mujeres,75,1371,1464,1564,1670,1780,1889,1991,2084,2170,2253,2332,2406,2482,2557,2630,2697,2760,2821,2883,2949,3029,3127,3242,3371,3513,3665,3816,3966,4118,4273,4438,4615,4818,5023,5232,5453,5655,5844,6029,6218,6412,6630,6870,7125,7398,7681
Mujeres,76,1222,1300,1386,1482,1586,1694,1798,1896,1987,2071,2148,2219,2291,2365,2438,2508,2574,2637,2698,2758,2826,2908,3004,3114,3237,3372,3511,3652,3798,3947,4107,4275,4445,4637,4835,5035,5246,5439,5620,5797,5979,6177,6394,6624,6867,7122
Mujeres,77,1089,1153,1225,1307,1400,1502,1604,1704,1799,1887,1965,2035,2105,2176,2246,2316,2385,2451,2513,2572,2634,2704,2784,2875,2980,3096,3219,3347,3483,3625,3778,3941,4102,4261,4445,4633,4824,5027,5212,5385,5554,5737,5934,6140,6358,6583
Mujeres,78,970,1023,1082,1149,1229,1320,1416,1513,1610,1701,1783,1855,1924,1991,2058,2124,2192,2261,2325,2384,2444,2507,2576,2653,2740,2839,2944,3056,3179,3312,3458,3613,3767,3917,4069,4243,4423,4607,4801,4977,5140,5310,5489,5674,5866,6065
Mujeres,79,862,906,954,1009,1075,1153,1238,1329,1422,1514,1599,1675,1745,1811,1874,1937,2001,2068,2133,2194,2253,2314,2378,2444,2517,2600,2687,2781,2889,3009,3144,3291,3437,3581,3724,3867,4034,4209,4384,4567,4732,4893,5057,5224,5393,5566
Mujeres,80+,4665,4945,5220,5507,5830,6205,6603,7051,7544,8087,8652,9233,9841,10451,11043,11614,12174,12744,13303,13846,14480,15219,15977,16732,17476,18214,18819,19335,19913,20567,21368,22303,23281,24274,25311,26376,27498,28696,29925,31179,32418,33660,34910,36139,37332,38445
